ParticipantID,Condition,TrialID,StepID,StepTitle,Phase,Critical,Performed,Completed,FirstHelpTime_sec,HelpCount,FirstOverlayTargets,LastOverlayTargets,FirstFusedStepID,LastFusedStepID,EvidenceRefs,Auto_Error_OM,Auto_Error_CO,Auto_Error_OR,Auto_Error_PA,Auto_Error_SV,AutoConfidence,AutoEvidenceRefs,NeedsHumanReview,Error_OM,Error_CO,Error_OR,Error_PA,Error_SV,CoderID,CoderNotes,AutoCodingNotes
P05,with_tutor,T01,S11,Left throttle moved from OFF to IDLE when RPM >=25%.,P4,yes,yes,yes,,0,,,,,terminal_s33:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Left throttle moved from OFF/idle after left RPM exceeded 25%; no error coded.,human_error_columns_blank;completed_inferred_from_terminal_s33
P05,with_tutor,T01,S12,INS knob set to GND (airfield) or CV (carrier).,P4,yes,yes,yes,,0,,,,,terminal_s33:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,INS mode set to the accepted airfield state and AMPCD PB19 fast-align completion observed after left-engine stabilization; no error coded.,human_error_columns_blank;completed_inferred_from_terminal_s33
P05,with_tutor,T01,S13,Radar knob in OPR and radar power online.,P4,yes,yes,yes,,0,,,,,terminal_s33:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Radar knob reached OPR/radar_on state; no error coded.,human_error_columns_blank;completed_inferred_from_terminal_s33
P05,with_tutor,T01,S14,OBOGS control and FLOW switches confirmed ON.,P4,yes,yes,yes,,0,,,,,terminal_s33:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,OBOGS ready was observed; no error coded.,human_error_columns_blank;completed_inferred_from_terminal_s33
P05,with_tutor,T01,S15,FCS RESET manually pressed. FCS page brought up and reviewed for faults.,P5,yes,yes,yes,,0,,,,,terminal_s33:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,FCS reset button press/release and fcs_reset_complete were observed; no error coded.,human_error_columns_blank;completed_inferred_from_terminal_s33
P05,with_tutor,T01,S16,Flap switch confirmed in AUTO.,P5,yes,yes,yes,,0,,,,,terminal_s33:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Flap switch reached AUTO during the FCS/flap check; no error coded.,human_error_columns_blank;completed_inferred_from_terminal_s33
P05,with_tutor,T01,S17,TAKEOFF TRIM button pressed and trim set.,P5,yes,yes,yes,,0,,,,,terminal_s33:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,TO TRIM button press and takeoff_trim_set were observed; no error coded.,human_error_columns_blank;completed_inferred_from_terminal_s33
P05,with_tutor,T01,S18,Right DDI advanced from BIT root page to the FCS-MC BIT page.,P5,yes,yes,yes,,0,,,,,terminal_s33:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Right DDI PB5 was pressed and the FCS-MC flow progressed; no error coded.,human_error_columns_blank;completed_inferred_from_terminal_s33
P05,with_tutor,T01,S19,FCS BIT final GO result reviewed on the FCS-MC page.,P5,yes,yes,yes,,0,,,,,terminal_s33:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,"FCS BIT switch plus right DDI PB5 sequence was observed, and later visual/sticky facts indicated final GO; no error coded.",human_error_columns_blank;completed_inferred_from_terminal_s33
P05,with_tutor,T01,S20,Refueling probe fully extended.,P5,yes,yes,yes,1780186421.2354975,1,refuel_probe_switch,refuel_probe_switch,S20,S20,help_cycle:fb7e291a-e83b-443a-8217-bf9ca0fcd2e5;frames:1780186414585_000001;progression_to:S22,0,0,0,0,0,,,no,0,1,0,1,0,CodexTelemetryReview,"Refueling probe extension/retraction was completed once, but a later tutor prompt returned to S20 and the participant repeated the probe cycle. Coded CO/PA as system-induced repeated four-down action.",human_error_columns_blank;completed_inferred_from_progression
P05,with_tutor,T01,S21,Refueling probe fully retracted.,P5,yes,yes,yes,,0,,,,,progression_to:S22,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Probe retraction completed after extension. Repeated probe behavior is coded on S20 to avoid double-counting.,human_error_columns_blank;completed_inferred_from_progression
P05,with_tutor,T01,S22,Launch bar extended.,P5,yes,yes,yes,1780186452.3750021,1,launch_bar_switch,launch_bar_switch,S22,S22,help_cycle:0f04cbe0-8449-4f33-8acb-026e5f0d4f31;frames:1780186451885_000002;progression_to:S24,0,0,0,0,0,,,no,0,1,0,1,0,CodexTelemetryReview,"Launch bar extension/retraction was completed, then repeated after S22 guidance. Coded CO/PA for system-induced repeated launch-bar cycle.",human_error_columns_blank;completed_inferred_from_progression
P05,with_tutor,T01,S23,Launch bar retracted.,P5,yes,yes,yes,,0,,,,,progression_to:S24,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Launch bar retraction completed after extension. Repeated launch-bar behavior is coded on S22 to avoid double-counting.,human_error_columns_blank;completed_inferred_from_progression
P05,with_tutor,T01,S24,Arresting hook lowered.,P5,yes,yes,yes,1780186468.0185475,1,arresting_hook_handle,arresting_hook_handle,S24,S24,help_cycle:60f1e81a-7660-400e-b477-106f0e71e336;frames:1780186467554_000003;terminal_s33:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d,0,0,0,0,0,,,no,0,1,0,1,0,CodexTelemetryReview,"Arresting hook lowering/raising was completed, then repeated after S24 guidance. Coded CO/PA for system-induced repeated hook cycle.",human_error_columns_blank;completed_inferred_from_terminal_s33
P05,with_tutor,T01,S25,Arresting hook raised.,P5,yes,yes,yes,,0,,,,,terminal_s33:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Arresting hook retraction/raise completed after lowering. Repeated hook behavior is coded on S24 to avoid double-counting.,human_error_columns_blank;completed_inferred_from_terminal_s33
P05,with_tutor,T01,S26,Pitot heat switch ON.,P5,yes,yes,yes,,0,,,,,terminal_s33:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Pitot heat switched ON; no error coded.,human_error_columns_blank;completed_inferred_from_terminal_s33
P05,with_tutor,T01,S27,Flap switch set to AUTO.,P5,yes,yes,yes,,0,,,,,terminal_s33:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Flap AUTO remained satisfied at trial end; no error coded.,human_error_columns_blank;completed_inferred_from_terminal_s33
P05,with_tutor,T01,S28,Parking brake released and aircraft ready to roll.,P6,yes,yes,yes,1780186482.6467426,1,parking_brake_handle,parking_brake_handle,S28,S28,help_cycle:f1ca9d13-546a-46fb-96b7-6de609c9bc07;frames:1780186482172_000004;progression_to:S29,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,"Parking brake release was observed. The model initially regressed in pre-guardrail text, but validator repaired the final response; no user error coded.",human_error_columns_blank;completed_inferred_from_progression
P05,with_tutor,T01,S29,BINGO fuel value set to mission requirement.,P6,yes,yes,yes,1780186490.6882818,1,ifei_up_button,ifei_up_button,S29,S29,help_cycle:a0c7c2a1-4c0a-4bea-91a4-823d8d5db92e;frames:1780186490171_000005;terminal_s33:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,"BINGO fuel setting completed with repeated IFEI UP presses; repeated presses are expected for value adjustment, so no error coded.",human_error_columns_blank;completed_inferred_from_terminal_s33
P05,with_tutor,T01,S30,Standby barometric altimeter matches local elevation/QNH.,P6,yes,yes,yes,,0,,,,,terminal_s33:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Standby altimeter set flag remained true; no error coded.,human_error_columns_blank;completed_inferred_from_terminal_s33
P05,with_tutor,T01,S31,Radar altimeter bug set to scenario-appropriate value.,P6,yes,yes,yes,,0,,,,,terminal_s33:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Radar-altimeter bug was adjusted into the airfield target range near 182 ft; no error coded.,human_error_columns_blank;completed_inferred_from_terminal_s33
P05,with_tutor,T01,S32,Standby attitude indicator uncaged and free-moving.,P6,yes,yes,yes,,0,,,,,terminal_s33:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Standby attitude indicator uncage evidence was observed; no error coded.,human_error_columns_blank;completed_inferred_from_terminal_s33
P05,with_tutor,T01,S33,Attitude source selector set to AUTO.,P6,yes,yes,yes,1780186499.7392926,1,,,S33,S33,help_cycle:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d;frames:1780186499263_000006;terminal_s33:5a65e1f9-2fa4-4e41-ba86-a628d6e2884d,0,0,0,0,0,,,no,0,0,0,0,0,CodexTelemetryReview,Attitude source selector was AUTO and final help confirmed cold-start completion; no error coded.,human_error_columns_blank;completed_inferred_from_terminal_s33
